Sequence	Result
AHPMPHC.ASHL	UNCLEAVED
AHPMPSC.ASHL	UNCLEAVED
AIKSTQC.ASHL	UNCLEAVED
AHNDSTC.ASHL	UNCLEAVED
ARTQSHC.ASHL	UNCLEAVED
ARTQSTC.ASHL	UNCLEAVED
AKANNPC.ASHL	UNCLEAVED
ANHTFLC.ASHL	UNCLEAVED
AHPDNTC.ASHL	UNCLEAVED
ATSPGAC.ASHL	UNCLEAVED
AHDQPYC.ASHL	UNCLEAVED
AHDQPTC.ASHL	UNCLEAVED
AQSNHSC.ASHL	UNCLEAVED
AQSNHTC.ASHL	UNCLEAVED
ALTQPMC.ASHL	UNCLEAVED
ASNSSTC.ASHL	UNCLEAVED
ASNSSQC.ASHL	UNCLEAVED
AWQTTTC.ASHL	UNCLEAVED
ASNSSAC.ASHL	UNCLEAVED
ADNSGGC.ASHL	UNCLEAVED
AQNSMHC.ASHL	UNCLEAVED
ARSYPTC.ASHL	UNCLEAVED
ATHESAC.ASHL	UNCLEAVED
AQINNTC.ASHL	UNCLEAVED
AQINNSC.ASHL	UNCLEAVED
AIHPANC.ASHL	UNCLEAVED
AFNTTEC.ASHL	UNCLEAVED
ANMNNTC.ASHL	UNCLEAVED
AIPTPQC.ASHL	UNCLEAVED
ASHQTIC.ASHL	UNCLEAVED
AQTCNTC.ASHL	UNCLEAVED
AQMLPQC.ASHL	UNCLEAVED
ATTHGVC.ASHL	UNCLEAVED
AAQSATC.ASHL	UNCLEAVED
ASISLTC.ASHL	UNCLEAVED
APSRTAC.ASHL	UNCLEAVED
APSRTSC.ASHL	UNCLEAVED
AKNNLGC.ASHL	UNCLEAVED
AKNNLSC.ASHL	UNCLEAVED
ALLTYTC.ASHL	UNCLEAVED
ATITTPC.ASHL	UNCLEAVED
AYAKSTC.ASHL	UNCLEAVED
AILTSQC.ASHL	UNCLEAVED
AKTKNGC.ASHL	UNCLEAVED
APTQPSC.ASHL	UNCLEAVED
APTQPEC.ASHL	UNCLEAVED
APTEDEC.ASHL	UNCLEAVED
APMSATC.ASHL	UNCLEAVED
ADYTTQC.ASHL	UNCLEAVED
ATYPHTC.ASHL	UNCLEAVED
ANTSGSC.ASHL	UNCLEAVED
APLMPSC.ASHL	UNCLEAVED
AAANPAC.ASHL	UNCLEAVED
ATNAPAC.ASHL	UNCLEAVED
AASMNPC.ASHL	UNCLEAVED
AYHTPQC.ASHL	UNCLEAVED
AQGNRSC.ASHL	UNCLEAVED
AQGNRTC.ASHL	UNCLEAVED
ATLMPSC.ASHL	UNCLEAVED
AAWNRPC.ASHL	UNCLEAVED
APENNSC.ASHL	UNCLEAVED
APENNYC.ASHL	UNCLEAVED
AYVSSQC.ASHL	UNCLEAVED
AKSMPTC.ASHL	UNCLEAVED
ARSGSSC.ASHL	UNCLEAVED
AGCQAHC.ASHL	UNCLEAVED
AMPNTSC.ASHL	UNCLEAVED
AMPNTTC.ASHL	UNCLEAVED
AREGNIC.ASHL	UNCLEAVED
ASHVPTC.ASHL	UNCLEAVED
ATSGLTC.ASHL	UNCLEAVED
AKGSSPC.ASHL	UNCLEAVED
AHVGQPC.ASHL	UNCLEAVED
ADIDPDC.ASHL	UNCLEAVED
ALLDSTC.ASHL	UNCLEAVED
APNCAAC.ASHL	UNCLEAVED
AHTSPTC.ASHL	UNCLEAVED
APACTTC.ASHL	UNCLEAVED
ATRNRSC.ASHL	UNCLEAVED
AQNPNPC.ASHL	UNCLEAVED
ATQRPTC.ASHL	UNCLEAVED
AKTDSDC.ASHL	UNCLEAVED
AYGDSHC.ASHL	UNCLEAVED
AHRWPTC.ASHL	UNCLEAVED
APYRTQC.ASHL	UNCLEAVED
APYRTSC.ASHL	UNCLEAVED
AHIYNNC.ASHL	UNCLEAVED
AFAQTQC.ASHL	UNCLEAVED
APSPPTC.ASHL	UNCLEAVED
ACTVSTC.ASHL	UNCLEAVED
ATPNNSC.ASHL	UNCLEAVED
ALATQTC.ASHL	UNCLEAVED
APSPPAC.ASHL	UNCLEAVED
AATDPTC.ASHL	UNCLEAVED
AHLATEC.ASHL	UNCLEAVED
ANIRPTC.ASHL	UNCLEAVED
ARNNQTC.ASHL	UNCLEAVED
ADMGPQC.ASHL	UNCLEAVED
AKISSLC.ASHL	UNCLEAVED
ARLNQSC.ASHL	UNCLEAVED
AHNPASC.ASHL	UNCLEAVED
ASRTYNC.ASHL	UNCLEAVED
AKPTSTC.ASHL	UNCLEAVED
ATLSATC.ASHL	UNCLEAVED
ANVNEHC.ASHL	UNCLEAVED
AKPTSIC.ASHL	UNCLEAVED
ARDNPVC.ASHL	UNCLEAVED
APETGPC.ASHL	UNCLEAVED
AGHYPEC.ASHL	UNCLEAVED
ANEPPHC.ASHL	UNCLEAVED
ALTEPTC.ASHL	UNCLEAVED
ASARNIC.ASHL	UNCLEAVED
ASTGTTC.ASHL	UNCLEAVED
ASTGTIC.ASHL	UNCLEAVED
AQQPPYC.ASHL	UNCLEAVED
ASKAPPC.ASHL	UNCLEAVED
ASASTTC.ASHL	UNCLEAVED
AAPVPTC.ASHL	UNCLEAVED
ARKYNNC.ASHL	UNCLEAVED
AAPPLSC.ASHL	UNCLEAVED
ALNNNTC.ASHL	UNCLEAVED
ALNNNSC.ASHL	UNCLEAVED
APPQSQC.ASHL	UNCLEAVED
AQIEQTC.ASHL	UNCLEAVED
APIRTIC.ASHL	UNCLEAVED
AQYVNTC.ASHL	UNCLEAVED
ANGPDQC.ASHL	UNCLEAVED
ASLPKTC.ASHL	UNCLEAVED
ASLPKSC.ASHL	UNCLEAVED
AHAYNTC.ASHL	UNCLEAVED
ALLRPNC.ASHL	UNCLEAVED
ATTPTHC.ASHL	UNCLEAVED
ATTPTTC.ASHL	UNCLEAVED
APLGPHC.ASHL	UNCLEAVED
ATTPTVC.ASHL	UNCLEAVED
AHTASHC.ASHL	UNCLEAVED
ARTSISC.ASHL	UNCLEAVED
AQPSTCC.ASHL	UNCLEAVED
AQPSTSC.ASHL	UNCLEAVED
AQPSTTC.ASHL	UNCLEAVED
ATNLITC.ASHL	UNCLEAVED
AHSMQPC.ASHL	UNCLEAVED
AQEYPTC.ASHL	UNCLEAVED
APDDWYC.ASHL	UNCLEAVED
APNKPTC.ASHL	UNCLEAVED
APLLSQC.ASHL	UNCLEAVED
AHNNDDC.ASHL	UNCLEAVED
ANATATC.ASHL	UNCLEAVED
AHNNDTC.ASHL	UNCLEAVED
AWTPTSC.ASHL	UNCLEAVED
ARPSDQC.ASHL	UNCLEAVED
AHDNASC.ASHL	UNCLEAVED
ARPGPTC.ASHL	UNCLEAVED
AEQPTSC.ASHL	UNCLEAVED
ARSITYC.ASHL	UNCLEAVED
ARSITNC.ASHL	UNCLEAVED
AHCNSTC.ASHL	UNCLEAVED
ASNQMTC.ASHL	UNCLEAVED
ALNNSTC.ASHL	UNCLEAVED
ALNNSSC.ASHL	UNCLEAVED
AYPYTGC.ASHL	UNCLEAVED
AYPYTHC.ASHL	UNCLEAVED
AVPMTAC.ASHL	UNCLEAVED
ALSPKTC.ASHL	UNCLEAVED
APPTQPC.ASHL	UNCLEAVED
ASKSSPC.ASHL	UNCLEAVED
ANMSNSC.ASHL	UNCLEAVED
ASAQPSC.ASHL	UNCLEAVED
AHASKAC.ASHL	UNCLEAVED
ANPCNHC.ASHL	UNCLEAVED
ACWPNMC.ASHL	UNCLEAVED
AQKPTWC.ASHL	UNCLEAVED
AQKPTKC.ASHL	UNCLEAVED
ASNDMIC.ASHL	UNCLEAVED
AGTNTTC.ASHL	UNCLEAVED
AYLITTC.ASHL	UNCLEAVED
AGTNTAC.ASHL	UNCLEAVED
AQNDLPC.ASHL	UNCLEAVED
AHTANWC.ASHL	UNCLEAVED
AGLYNVC.ASHL	UNCLEAVED
AHTHHSC.ASHL	UNCLEAVED
ATTANSC.ASHL	UNCLEAVED
AMIRPPC.ASHL	UNCLEAVED
AYNMTSC.ASHL	UNCLEAVED
APLPTGC.ASHL	UNCLEAVED
APTNNSC.ASHL	UNCLEAVED
ATPLSTC.ASHL	UNCLEAVED
ALHNSTC.ASHL	UNCLEAVED
AIKNNSC.ASHL	UNCLEAVED
AKNSTYC.ASHL	UNCLEAVED
ANRFNNC.ASHL	UNCLEAVED
AYNPCSC.ASHL	UNCLEAVED
ATQNSSC.ASHL	UNCLEAVED
APSNRSC.ASHL	UNCLEAVED
APSNRTC.ASHL	UNCLEAVED
ACPGPNC.ASHL	UNCLEAVED
AKPKTTC.ASHL	UNCLEAVED
ATNDAGC.ASHL	UNCLEAVED
ATNDAQC.ASHL	UNCLEAVED
ADDATQC.ASHL	UNCLEAVED
ANNYNIC.ASHL	UNCLEAVED
AFWPKTC.ASHL	UNCLEAVED
AHTNKTC.ASHL	UNCLEAVED
AHPSHRC.ASHL	UNCLEAVED
APQNDIC.ASHL	UNCLEAVED
ASYGATC.ASHL	UNCLEAVED
ASMSYHC.ASHL	UNCLEAVED
AMCNNNC.ASHL	UNCLEAVED
ANPDNQC.ASHL	UNCLEAVED
ARSKPTC.ASHL	UNCLEAVED
ANMSSWC.ASHL	UNCLEAVED
ARSKPKC.ASHL	UNCLEAVED
ARSKPLC.ASHL	UNCLEAVED
ANNNHNC.ASHL	UNCLEAVED
ANNNHHC.ASHL	UNCLEAVED
ARINSTC.ASHL	UNCLEAVED
AISPNTC.ASHL	UNCLEAVED
AKPVNSC.ASHL	UNCLEAVED
ALTSLRC.ASHL	UNCLEAVED
ANNNHTC.ASHL	UNCLEAVED
ANNNHSC.ASHL	UNCLEAVED
ACLFPGC.ASHL	UNCLEAVED
ATLISTC.ASHL	UNCLEAVED
ACWTHNC.ASHL	UNCLEAVED
ASDSRPC.ASHL	UNCLEAVED
AFDSNMC.ASHL	UNCLEAVED
ANKNNQC.ASHL	UNCLEAVED
ANKNNHC.ASHL	UNCLEAVED
APKQTEC.ASHL	UNCLEAVED
ATATVTC.ASHL	UNCLEAVED
AQASHSC.ASHL	UNCLEAVED
AANFPTC.ASHL	UNCLEAVED
ALNQSVC.ASHL	UNCLEAVED
ALNQSQC.ASHL	UNCLEAVED
AHTKTSC.ASHL	UNCLEAVED
ANSNHSC.ASHL	UNCLEAVED
ATHCPGC.ASHL	UNCLEAVED
ATHCPDC.ASHL	UNCLEAVED
APNQSTC.ASHL	UNCLEAVED
AKTPNDC.ASHL	UNCLEAVED
AKTPNTC.ASHL	UNCLEAVED
ASSSQTC.ASHL	UNCLEAVED
AQACSTC.ASHL	UNCLEAVED
ALQQNMC.ASHL	UNCLEAVED
AYSNTSC.ASHL	UNCLEAVED
ANRSKHC.ASHL	UNCLEAVED
ASPQTIC.ASHL	UNCLEAVED
ATTNTTC.ASHL	UNCLEAVED
ATTNTSC.ASHL	UNCLEAVED
AQPNTSC.ASHL	UNCLEAVED
ANRSKQC.ASHL	UNCLEAVED
ASSPQSC.ASHL	UNCLEAVED
APSQHHC.ASHL	UNCLEAVED
AKDDFNC.ASHL	UNCLEAVED
ALPRFTC.ASHL	UNCLEAVED
ARCLPTC.ASHL	UNCLEAVED
AHIPADC.ASHL	UNCLEAVED
ATNSPYC.ASHL	UNCLEAVED
APFTQSC.ASHL	UNCLEAVED
AKLNASC.ASHL	UNCLEAVED
AHHIPNC.ASHL	UNCLEAVED
AEPNRTC.ASHL	UNCLEAVED
AQHTPTC.ASHL	UNCLEAVED
AIRPTSC.ASHL	UNCLEAVED
AEPTYPC.ASHL	UNCLEAVED
AQTKPSC.ASHL	UNCLEAVED
AKMNSSC.ASHL	UNCLEAVED
ANNITHC.ASHL	UNCLEAVED
ADTHHPC.ASHL	UNCLEAVED
AVIPLDC.ASHL	UNCLEAVED
ASANPKC.ASHL	UNCLEAVED
ASANPLC.ASHL	UNCLEAVED
ASANPQC.ASHL	UNCLEAVED
ASANPTC.ASHL	UNCLEAVED
AINSNTC.ASHL	UNCLEAVED
ARPTQNC.ASHL	UNCLEAVED
AISKPPC.ASHL	UNCLEAVED
ARPTQTC.ASHL	UNCLEAVED
ARPTQSC.ASHL	UNCLEAVED
ATKNPTC.ASHL	UNCLEAVED
ARNKPSC.ASHL	UNCLEAVED
AHMTPIC.ASHL	UNCLEAVED
AGTDTGC.ASHL	UNCLEAVED
AMHNNTC.ASHL	UNCLEAVED
ANHTNQC.ASHL	UNCLEAVED
AYESTTC.ASHL	UNCLEAVED
AVDDPAC.ASHL	UNCLEAVED
ARRPPQC.ASHL	UNCLEAVED
ASPIMTC.ASHL	UNCLEAVED
ASVRATC.ASHL	UNCLEAVED
ANRTPHC.ASHL	UNCLEAVED
ANLNNNC.ASHL	UNCLEAVED
ANTASQC.ASHL	UNCLEAVED
AYYTNNC.ASHL	UNCLEAVED
ANTASTC.ASHL	UNCLEAVED
ALVQSTC.ASHL	UNCLEAVED
ATNSKPC.ASHL	UNCLEAVED
AKNCQQC.ASHL	UNCLEAVED
ARANVSC.ASHL	UNCLEAVED
AKLTQTC.ASHL	UNCLEAVED
AENKTSC.ASHL	UNCLEAVED
ALPNHIC.ASHL	UNCLEAVED
ANNPDNC.ASHL	UNCLEAVED
AQHTKQC.ASHL	UNCLEAVED
AYSLPSC.ASHL	UNCLEAVED
ALHLPTC.ASHL	UNCLEAVED
AGSQITC.ASHL	UNCLEAVED
AGTHTTC.ASHL	UNCLEAVED
AKTQTTC.ASHL	UNCLEAVED
ATEPTQC.ASHL	UNCLEAVED
APWNWLC.ASHL	UNCLEAVED
ASAATDC.ASHL	UNCLEAVED
ASAATTC.ASHL	UNCLEAVED
ALSLNGC.ASHL	UNCLEAVED
AIHLVAC.ASHL	UNCLEAVED
ANDSNTC.ASHL	UNCLEAVED
AMQNTSC.ASHL	UNCLEAVED
AFPPLTC.ASHL	UNCLEAVED
AYHHKPC.ASHL	UNCLEAVED
AYIPTPC.ASHL	UNCLEAVED
AMNTHHC.ASHL	UNCLEAVED
AYRAQNC.ASHL	UNCLEAVED
AQKANHC.ASHL	UNCLEAVED
ALLTNTC.ASHL	UNCLEAVED
AAFNSTC.ASHL	UNCLEAVED
ATQMNSC.ASHL	UNCLEAVED
ACTGHPC.ASHL	UNCLEAVED
AMSNNSC.ASHL	UNCLEAVED
ARYPTHC.ASHL	UNCLEAVED
ASQIPQC.ASHL	UNCLEAVED
APPDPTC.ASHL	UNCLEAVED
AEACSQC.ASHL	UNCLEAVED
APANDQC.ASHL	UNCLEAVED
AAEPKTC.ASHL	UNCLEAVED
ATGSSRC.ASHL	UNCLEAVED
ALFQPPC.ASHL	UNCLEAVED
ALFQPTC.ASHL	UNCLEAVED
ASCYPGC.ASHL	UNCLEAVED
ATTSLSC.ASHL	UNCLEAVED
ANTSRPC.ASHL	UNCLEAVED
ALLWMPC.ASHL	UNCLEAVED
APAKTTC.ASHL	UNCLEAVED
APYTPTC.ASHL	UNCLEAVED
ADSNMQC.ASHL	UNCLEAVED
APAKTGC.ASHL	UNCLEAVED
APAKTIC.ASHL	UNCLEAVED
AHHNMTC.ASHL	UNCLEAVED
AYANRTC.ASHL	UNCLEAVED
AHAHPDC.ASHL	UNCLEAVED
AQEHNHC.ASHL	UNCLEAVED
AHSNASC.ASHL	UNCLEAVED
AITTIPC.ASHL	UNCLEAVED
ADSTPPC.ASHL	UNCLEAVED
AHSNATC.ASHL	UNCLEAVED
AKANKTC.ASHL	UNCLEAVED
AQHSSAC.ASHL	UNCLEAVED
AQHSSEC.ASHL	UNCLEAVED
ASFTRTC.ASHL	UNCLEAVED
ATYGLRC.ASHL	UNCLEAVED
AHVSMTC.ASHL	UNCLEAVED
ACDHQHC.ASHL	UNCLEAVED
AQRTNTC.ASHL	UNCLEAVED
ACQNQTC.ASHL	UNCLEAVED
ARKPTTC.ASHL	UNCLEAVED
APPPSTC.ASHL	UNCLEAVED
ALNCTRC.ASHL	UNCLEAVED
AHPNYTC.ASHL	UNCLEAVED
AHPNYSC.ASHL	UNCLEAVED
ACMQHTC.ASHL	UNCLEAVED
ALPSYAC.ASHL	UNCLEAVED
AGTTPTC.ASHL	UNCLEAVED
ANFRNNC.ASHL	UNCLEAVED
AYTSNTC.ASHL	UNCLEAVED
ATSHGTC.ASHL	UNCLEAVED
ASPRPTC.ASHL	UNCLEAVED
AKPQQTC.ASHL	UNCLEAVED
ASINNSC.ASHL	UNCLEAVED
AMTHSNC.ASHL	UNCLEAVED
AFPHTSC.ASHL	UNCLEAVED
AQAQATC.ASHL	UNCLEAVED
ALPKPTC.ASHL	UNCLEAVED
ATTVPLC.ASHL	UNCLEAVED
ATIPYSC.ASHL	UNCLEAVED
ATIPYAC.ASHL	UNCLEAVED
ATTVPTC.ASHL	UNCLEAVED
ADWQPSC.ASHL	UNCLEAVED
ASPAQTC.ASHL	UNCLEAVED
ARTSAKC.ASHL	UNCLEAVED
ASTQNSC.ASHL	UNCLEAVED
ALAPGSC.ASHL	UNCLEAVED
AARPPTC.ASHL	UNCLEAVED
AARPPSC.ASHL	UNCLEAVED
ASWTPTC.ASHL	UNCLEAVED
ALVSNVC.ASHL	UNCLEAVED
AVLPATC.ASHL	UNCLEAVED
AQHKAGC.ASHL	UNCLEAVED
ASTPTSC.ASHL	UNCLEAVED
AHNNLTC.ASHL	UNCLEAVED
ATQQPKC.ASHL	UNCLEAVED
ATYNRTC.ASHL	UNCLEAVED
ANVTTQC.ASHL	UNCLEAVED
AITLNSC.ASHL	UNCLEAVED
AGATPTC.ASHL	UNCLEAVED
AQAKSQC.ASHL	UNCLEAVED
ATAENHC.ASHL	UNCLEAVED
AAAAETC.ASHL	UNCLEAVED
ANDYDPC.ASHL	UNCLEAVED
ANPHTSC.ASHL	UNCLEAVED
ARNPATC.ASHL	UNCLEAVED
AQSYPDC.ASHL	UNCLEAVED
ANPHTIC.ASHL	UNCLEAVED
ATKHYSC.ASHL	UNCLEAVED
AYGNPAC.ASHL	UNCLEAVED
APPNSTC.ASHL	UNCLEAVED
APNNYTC.ASHL	UNCLEAVED
ATSQTCC.ASHL	UNCLEAVED
ARSNTSC.ASHL	UNCLEAVED
ARSNTTC.ASHL	UNCLEAVED
ATQNGNC.ASHL	UNCLEAVED
AHINLTC.ASHL	UNCLEAVED
AELTQSC.ASHL	UNCLEAVED
AIHNTAC.ASHL	UNCLEAVED
APDVNIC.ASHL	UNCLEAVED
AHATQTC.ASHL	UNCLEAVED
ALPARPC.ASHL	UNCLEAVED
AFNNSHC.ASHL	UNCLEAVED
ATTGTAC.ASHL	UNCLEAVED
ASTNQTC.ASHL	UNCLEAVED
AATQNAC.ASHL	UNCLEAVED
ARTHHTC.ASHL	UNCLEAVED
AYSDASC.ASHL	UNCLEAVED
ANSTSTC.ASHL	UNCLEAVED
AHTHPAC.ASHL	UNCLEAVED
ANATTGC.ASHL	UNCLEAVED
ANATTAC.ASHL	UNCLEAVED
ANATTCC.ASHL	UNCLEAVED
ANATTHC.ASHL	UNCLEAVED
ANATTPC.ASHL	UNCLEAVED
APTDTHC.ASHL	UNCLEAVED
ANTDNHC.ASHL	UNCLEAVED
APTDTSC.ASHL	UNCLEAVED
ATGQPNC.ASHL	UNCLEAVED
ASAPPPC.ASHL	UNCLEAVED
APSHPAC.ASHL	UNCLEAVED
APSGPTC.ASHL	UNCLEAVED
ASRRPSC.ASHL	UNCLEAVED
AHYTNQC.ASHL	UNCLEAVED
ATYLTPC.ASHL	UNCLEAVED
AGSNILC.ASHL	UNCLEAVED
AKTEPKC.ASHL	UNCLEAVED
AKLHTPC.ASHL	UNCLEAVED
AHPYKTC.ASHL	UNCLEAVED
AKSPTKC.ASHL	UNCLEAVED
AITHPTC.ASHL	UNCLEAVED
AEPRLTC.ASHL	UNCLEAVED
ATKHDTC.ASHL	UNCLEAVED
ANHSPSC.ASHL	UNCLEAVED
AHPSPTC.ASHL	UNCLEAVED
AHPSPSC.ASHL	UNCLEAVED
AHLNTHC.ASHL	UNCLEAVED
ARNPKTC.ASHL	UNCLEAVED
ANNNPMC.ASHL	UNCLEAVED
ANNNPTC.ASHL	UNCLEAVED
AQTNTSC.ASHL	UNCLEAVED
AQTNTTC.ASHL	UNCLEAVED
AKENPQC.ASHL	UNCLEAVED
AKSGGQC.ASHL	UNCLEAVED
AWNATTC.ASHL	UNCLEAVED
AHPTRGC.ASHL	UNCLEAVED
AFPNTSC.ASHL	UNCLEAVED
AFPNTTC.ASHL	UNCLEAVED
AWTPATC.ASHL	UNCLEAVED
ALPVYSC.ASHL	UNCLEAVED
ASKSQGC.ASHL	UNCLEAVED
AHKNGSC.ASHL	UNCLEAVED
AKPSRPC.ASHL	UNCLEAVED
ACYNRSC.ASHL	UNCLEAVED
ATISNCC.ASHL	UNCLEAVED
AKCSPQC.ASHL	UNCLEAVED
ALLMGPC.ASHL	UNCLEAVED
AMTIPCC.ASHL	UNCLEAVED
AIRATTC.ASHL	UNCLEAVED
ASVINAC.ASHL	UNCLEAVED
ACTKPNC.ASHL	UNCLEAVED
AKIPSLC.ASHL	UNCLEAVED
AARNLTC.ASHL	UNCLEAVED
ATTTQSC.ASHL	UNCLEAVED
APTTHPC.ASHL	UNCLEAVED
ATGRTHC.ASHL	UNCLEAVED
AHIPYTC.ASHL	UNCLEAVED
AASNTTC.ASHL	UNCLEAVED
AASNTSC.ASHL	UNCLEAVED
AMTNNCC.ASHL	UNCLEAVED
ARMLPPC.ASHL	UNCLEAVED
AQQKPTC.ASHL	UNCLEAVED
ANNTNVC.ASHL	UNCLEAVED
ANNTNSC.ASHL	UNCLEAVED
ANNTNQC.ASHL	UNCLEAVED
ANNTNAC.ASHL	UNCLEAVED
ANNTNNC.ASHL	UNCLEAVED
ANNTNIC.ASHL	UNCLEAVED
AYAGQTC.ASHL	UNCLEAVED
ATELNDC.ASHL	UNCLEAVED
ARNTTSC.ASHL	UNCLEAVED
AITAKQC.ASHL	UNCLEAVED
AQPKTSC.ASHL	UNCLEAVED
AQSSPYC.ASHL	UNCLEAVED
AQSSPQC.ASHL	UNCLEAVED
AQPKTCC.ASHL	UNCLEAVED
AQPKTEC.ASHL	UNCLEAVED
AMPQLTC.ASHL	UNCLEAVED
APPNYGC.ASHL	UNCLEAVED
AKMNKTC.ASHL	UNCLEAVED
AHLIPSC.ASHL	UNCLEAVED
AKPNTHC.ASHL	UNCLEAVED
ALNPLDC.ASHL	UNCLEAVED
AKPNTTC.ASHL	UNCLEAVED
AHCFPSC.ASHL	UNCLEAVED
ATAPHTC.ASHL	UNCLEAVED
AAPNKTC.ASHL	UNCLEAVED
ANKGPIC.ASHL	UNCLEAVED
APPSLAC.ASHL	UNCLEAVED
ATWNNTC.ASHL	UNCLEAVED
ACWDDIC.ASHL	UNCLEAVED
ACVTKKC.ASHL	UNCLEAVED
AFFSTPC.ASHL	UNCLEAVED
ATTQGQC.ASHL	UNCLEAVED
ANPAPTC.ASHL	UNCLEAVED
AGTHWRC.ASHL	UNCLEAVED
ATTNATC.ASHL	UNCLEAVED
ASAHNWC.ASHL	UNCLEAVED
ATSSSNC.ASHL	UNCLEAVED
ANSWPYC.ASHL	UNCLEAVED
ATQATFC.ASHL	UNCLEAVED
ATPQQSC.ASHL	UNCLEAVED
APTPFNC.ASHL	UNCLEAVED
ALTYNIC.ASHL	UNCLEAVED
AQGTYTC.ASHL	UNCLEAVED
AVQSPIC.ASHL	UNCLEAVED
ARTPDFC.ASHL	UNCLEAVED
ARTQNTC.ASHL	UNCLEAVED
AQQHKPC.ASHL	UNCLEAVED
ANHPSQC.ASHL	UNCLEAVED
ATPTGPC.ASHL	UNCLEAVED
AQCRPQC.ASHL	UNCLEAVED
AQPLPSC.ASHL	UNCLEAVED
APYPRPC.ASHL	UNCLEAVED
ADRGSLC.ASHL	UNCLEAVED
ADKRKPC.ASHL	UNCLEAVED
AAIHSSC.ASHL	UNCLEAVED
ALTNNPC.ASHL	UNCLEAVED
ALTNNSC.ASHL	UNCLEAVED
ALTNNTC.ASHL	UNCLEAVED
ALTNNEC.ASHL	UNCLEAVED
AQGTSNC.ASHL	UNCLEAVED
AKSCTHC.ASHL	UNCLEAVED
AREHNSC.ASHL	UNCLEAVED
ANHTSIC.ASHL	UNCLEAVED
ANHTSAC.ASHL	UNCLEAVED
ALVTQVC.ASHL	UNCLEAVED
ANHTSSC.ASHL	UNCLEAVED
AYPLSTC.ASHL	UNCLEAVED
ARVCPTC.ASHL	UNCLEAVED
APHASRC.ASHL	UNCLEAVED
ALTHPLC.ASHL	UNCLEAVED
ALTHPKC.ASHL	UNCLEAVED
ANLNSSC.ASHL	UNCLEAVED
ATSSPLC.ASHL	UNCLEAVED
AYTTNSC.ASHL	UNCLEAVED
ASLNSTC.ASHL	UNCLEAVED
ASLNSSC.ASHL	UNCLEAVED
AQLQTMC.ASHL	UNCLEAVED
AYNRQPC.ASHL	UNCLEAVED
ANTRTSC.ASHL	UNCLEAVED
ANTRTTC.ASHL	UNCLEAVED
ANSQTMC.ASHL	UNCLEAVED
AKHNPCC.ASHL	UNCLEAVED
ASPHTQC.ASHL	UNCLEAVED
ASPHTTC.ASHL	UNCLEAVED
AAEPSSC.ASHL	UNCLEAVED
AFSRPSC.ASHL	UNCLEAVED
AKTQASC.ASHL	UNCLEAVED
ATPYTTC.ASHL	UNCLEAVED
AQNAMSC.ASHL	UNCLEAVED
AYAQHHC.ASHL	UNCLEAVED
ATTSTSC.ASHL	UNCLEAVED
ATTSTIC.ASHL	UNCLEAVED
AWPTSQC.ASHL	UNCLEAVED
ASPRTRC.ASHL	UNCLEAVED
AHHPNQC.ASHL	UNCLEAVED
AQPTNHC.ASHL	UNCLEAVED
AHHNETC.ASHL	UNCLEAVED
ASCTTQC.ASHL	UNCLEAVED
AQPTNSC.ASHL	UNCLEAVED
AHNYPGC.ASHL	UNCLEAVED
APWSTSC.ASHL	UNCLEAVED
ASQTPSC.ASHL	UNCLEAVED
AHSNYTC.ASHL	UNCLEAVED
AQFTKHC.ASHL	UNCLEAVED
ANHSDQC.ASHL	UNCLEAVED
AQPDSSC.ASHL	UNCLEAVED
ANQAPEC.ASHL	UNCLEAVED
ANQAPTC.ASHL	UNCLEAVED
AHPRHPC.ASHL	UNCLEAVED
AYCEPNC.ASHL	UNCLEAVED
AQTSPAC.ASHL	UNCLEAVED
AQTSPGC.ASHL	UNCLEAVED
AQTSPIC.ASHL	UNCLEAVED
APCISGC.ASHL	UNCLEAVED
ARNNATC.ASHL	UNCLEAVED
ADRNSAC.ASHL	UNCLEAVED
AQTIYTC.ASHL	UNCLEAVED
AYDSATC.ASHL	UNCLEAVED
ATKPSMC.ASHL	UNCLEAVED
ATKPSLC.ASHL	UNCLEAVED
ATKPSSC.ASHL	UNCLEAVED
AHGGNQC.ASHL	UNCLEAVED
ADTTHHC.ASHL	UNCLEAVED
AQDPSEC.ASHL	UNCLEAVED
APVQNIC.ASHL	UNCLEAVED
AENRTFC.ASHL	UNCLEAVED
APVQNLC.ASHL	UNCLEAVED
ACPKGMC.ASHL	UNCLEAVED
ANTMHTC.ASHL	UNCLEAVED
ARAMSTC.ASHL	UNCLEAVED
ARAMSSC.ASHL	UNCLEAVED
AQMPTTC.ASHL	UNCLEAVED
AHAPSAC.ASHL	UNCLEAVED
AWLEPTC.ASHL	UNCLEAVED
AISSQDC.ASHL	UNCLEAVED
ARIQPEC.ASHL	UNCLEAVED
APHNKSC.ASHL	UNCLEAVED
AGNTSNC.ASHL	UNCLEAVED
AKTNKTC.ASHL	UNCLEAVED
AKTNKSC.ASHL	UNCLEAVED
ASSHNNC.ASHL	UNCLEAVED
ASSHNSC.ASHL	UNCLEAVED
ASSHNTC.ASHL	UNCLEAVED
ATGNSSC.ASHL	UNCLEAVED
ANGPTTC.ASHL	UNCLEAVED
ATHVLPC.ASHL	UNCLEAVED
ASNPQIC.ASHL	UNCLEAVED
APTHNPC.ASHL	UNCLEAVED
AVNPTQC.ASHL	UNCLEAVED
